,CustomerID,InvoiceNo,Basket Price
372,12457,566756,728.83
373,12457,566916,160.0
374,12457,567188,196.35
381,12458,545084,441.92
382,12458,568950,505.48
383,12461,559372,626.88
384,12461,565785,200.0
385,12462,543541,741.31
386,12462,577606,382.7
389,12463,549825,314.57
390,12463,553415,291.98
391,12463,557232,337.84000000000003
392,12463,571445,339.19
396,12464,543117,213.89999999999998
397,12464,545140,149.95
398,12464,554159,147.0
399,12464,554161,34.0
400,12464,559890,45.599999999999994
401,12464,564481,190.1
402,12464,577087,149.6
403,12464,579441,281.9
404,12465,557885,440.94
405,12465,578084,292.95
407,12468,542371,220.59
408,12468,555523,503.45000000000005
410,12471,538174,1919.44
411,12471,538175,378.0
412,12471,539395,1353.15
413,12471,539398,29.700000000000003
414,12471,541093,708.75
415,12471,543056,822.6
416,12471,544811,388.3
417,12471,546920,836.62
418,12471,546921,33.0
419,12471,548745,618.88
420,12471,548746,50.0
421,12471,553037,752.6999999999999
422,12471,553038,106.6
423,12471,558841,30.0
424,12471,559298,706.79
425,12471,559300,208.62
426,12471,563950,1061.32
427,12471,564309,83.58
428,12471,564360,493.2
429,12471,566984,440.5
430,12471,567924,223.26
431,12471,569639,240.0
432,12471,569640,1971.35
433,12471,574097,655.87
434,12471,576909,1038.72
435,12471,578333,332.96
436,12471,578469,590.32
437,12471,579416,604.86
438,12471,579419,94.02
439,12471,581179,2238.5099999999998
459,12472,537201,1631.3
460,12472,542215,730.43
461,12472,546843,545.3299999999999
462,12472,556578,1239.57
463,12472,561037,612.1
464,12472,571824,1336.37
465,12472,574885,268.08
472,12473,555162,585.23
473,12473,563540,514.06
474,12473,571328,1697.98
475,12473,575632,464.52
481,12474,541125,47.5
482,12474,541224,201.9
483,12474,542229,338.6
484,12474,544996,287.58000000000004
485,12474,547005,776.3199999999999
486,12474,547934,238.2
487,12474,553547,719.62
488,12474,554263,7.800000000000001
489,12474,557569,427.76
490,12474,558109,44.25
491,12474,559710,191.60000000000002
492,12474,561094,513.64
493,12474,565261,455.48
494,12474,570640,503.71
495,12474,571312,572.23
496,12474,572061,709.56
497,12474,576607,710.86
498,12474,578043,416.17
511,12475,571308,723.38
512,12476,538644,12.45
513,12476,542648,518.8299999999999
514,12476,543833,160.2
515,12476,550527,1406.57
516,12476,552008,281.29999999999995
517,12476,560901,710.1
518,12476,566987,533.6
519,12476,572559,448.88
520,12476,572560,608.68
521,12476,576327,243.53
522,12476,578472,1651.71
532,12477,543737,2355.9500000000003
533,12477,550137,2216.52
534,12477,564856,4169.58
535,12477,570002,1059.24
536,12477,571227,1288.78
537,12477,576910,2037.69
541,12478,580752,680.99
542,12479,579152,482.3
545,12480,540480,816.25
546,12480,546851,771.02
547,12480,560569,557.6800000000001
548,12480,575896,1136.6799999999998
549,12481,537892,159.38
550,12481,539636,631.96
551,12481,540414,603.09
552,12481,547925,602.86
553,12481,547926,224.01999999999998
554,12481,553731,722.46
555,12481,553732,134.82
556,12481,556517,1001.21
557,12481,569563,1307.76
558,12481,576893,186.79999999999998
560,12483,540040,507.56
561,12483,551278,314.5
562,12483,552717,8.5
563,12483,553674,115.60000000000001
564,12483,556194,319.95
565,12483,565287,309.45
566,12483,573333,433.35
567,12483,578089,326.72
573,12484,540469,1102.17
574,12484,557007,1128.04
575,12484,564734,1241.99
576,12484,564858,140.0
577,12484,574550,728.67
578,12484,574838,140.0
581,12488,568137,553.39
582,12488,573442,214.06
583,12488,579529,531.21
584,12489,540463,334.93
585,12490,541120,864.22
586,12490,552325,331.5
587,12490,557489,484.06
588,12490,561029,412.93
589,12490,564912,424.06
590,12490,565854,1035.82
591,12490,574068,633.44
592,12490,576222,411.72
593,12490,577856,357.88
594,12490,580536,462.3
595,12491,573868,460.40000000000003
596,12492,564666,126.39000000000001
597,12492,570189,136.82
598,12493,554826,215.55
599,12493,558124,201.24
601,12494,537967,37.8
602,12494,539113,4.949999999999999
603,12494,544200,243.7
604,12494,554940,403.09000000000003
605,12494,558699,135.32
606,12494,573402,214.74
607,12494,578348,104.7
614,12497,567298,1043.1
615,12498,570881,247.25
616,12498,577299,126.0
617,12498,577301,30.450000000000003
618,12500,540553,344.94
619,12500,544281,373.98
620,12500,545557,249.84
621,12500,546919,241.44000000000003
622,12500,557972,185.64000000000001
623,12500,564475,378.0
624,12500,569727,120.35
625,12500,571729,617.04
626,12500,571739,3.0
627,12500,572134,1075.0
628,12500,576869,617.04
631,12501,540458,2089.68
633,12502,543055,617.25
634,12502,546755,702.8
635,12502,552040,522.6
636,12502,562273,788.87
637,12502,565519,1092.35
639,12504,575352,114.0
640,12504,577776,32.65
644,12506,550821,73.5
645,12507,543822,404.91
646,12507,559187,46.75
647,12507,561669,811.9
649,12508,575692,274.8
650,12508,576064,123.08
651,12509,545181,176.5
652,12510,541491,681.05
653,12510,560607,301.52
654,12512,569527,116.48
655,12512,569529,15.7
656,12513,563753,586.79
658,12514,546875,1017.68
659,12515,539752,383.7
660,12516,556469,583.2
661,12516,567959,728.86
662,12517,555383,749.7
663,12517,562537,771.75
664,12517,568472,379.25
665,12517,575886,488.95
666,12517,575888,54.0
668,12518,563914,324.83
669,12518,568103,524.9
670,12518,570718,381.06
671,12518,575787,486.96000000000004
672,12518,581494,339.14
673,12519,570007,330.84
674,12520,546365,935.67
675,12520,547715,246.54
676,12520,553741,463.59999999999997
677,12520,560728,348.29
678,12520,567666,588.41
680,12521,560635,599.68
681,12522,571904,89.4
682,12522,573629,103.32
683,12523,540851,102.95
684,12523,544585,143.4
685,12523,546770,115.09
686,12523,548553,138.75
687,12523,561470,204.75
688,12523,563897,128.55
689,12523,564226,184.26
690,12523,567657,124.38
691,12523,569921,157.0
692,12523,572925,203.22
693,12523,577512,243.22
696,12524,540562,337.39
697,12524,544483,525.3399999999999
698,12524,545533,475.44
699,12524,551529,1094.33
700,12524,553842,400.88
701,12524,558608,289.1
702,12524,570082,1055.44
703,12524,579786,307.79999999999995
704,12526,565765,520.3
705,12526,571304,519.28
706,12526,581574,277.08
707,12527,541480,132.52
708,12527,544340,152.4
709,12527,567291,63.790000000000006
710,12528,542621,493.53000000000003
711,12528,545916,271.93
712,12528,559899,281.71
713,12528,563548,229.0
714,12528,570095,274.51
715,12528,579747,371.6
718,12530,540410,387.40000000000003
719,12530,550665,417.6
720,12530,562605,378.0
721,12530,570637,440.63
723,12531,578705,125.22
724,12532,575326,349.83000000000004
725,12534,561911,1089.18
726,12535,555637,371.45
727,12535,566074,344.9
728,12536,570672,4151.26
730,12536,573080,4161.06
733,12538,575707,363.95
734,12539,540550,1715.85
735,12539,542303,1715.85
736,12539,547387,1085.99
737,12539,577039,1050.66
739,12540,538525,881.01
740,12540,540801,1081.48
741,12540,542905,288.98
742,12540,547703,1140.76
743,12540,551868,1380.11
744,12540,555095,1306.49
745,12540,555726,357.99
746,12540,559173,416.62
747,12540,561093,1358.3899999999999
748,12540,564201,509.34000000000003
749,12540,566040,447.24
750,12540,567340,971.65
751,12540,568001,277.48
752,12540,569998,422.8
753,12540,571665,1019.47
754,12540,575144,573.71
755,12540,577476,888.27
758,12541,545585,312.4
759,12541,557314,223.74
760,12541,575514,445.03999999999996
761,12544,574301,355.7
763,12545,547790,628.15
764,12545,568179,372.24
765,12546,567968,740.2
766,12546,572442,401.3
768,12547,545647,159.4
769,12547,554792,48.4
770,12548,558108,95.19999999999999
771,12550,567653,964.83
772,12551,539351,168.0
773,12552,573508,317.82
774,12552,573768,120.0
775,12553,541138,664.01
776,12553,544423,6.3
777,12553,545583,317.25
778,12553,547722,357.90999999999997
779,12553,553843,352.85
780,12553,559422,284.75
781,12553,563926,400.21999999999997
782,12553,570841,477.55
783,12553,576245,514.39
784,12553,580120,277.02
789,12556,559665,308.75
790,12556,572065,290.81
791,12557,536944,620.0
792,12557,540785,3417.1200000000003
793,12557,547972,817.5
794,12557,558871,4146.34
795,12557,578321,2990.0
798,12559,541877,460.61
799,12559,542926,75.60000000000001
801,12560,560590,1268.61
802,12560,563853,144.0
803,12560,580511,697.7
805,12561,543587,238.85
806,12562,554648,444.96000000000004
807,12562,557069,510.27
808,12562,562450,650.0
809,12562,567191,388.64
810,12562,571240,513.6
811,12562,576941,619.9
812,12562,580126,654.37
813,12564,547520,456.9
814,12565,544838,131.17
816,12566,566739,346.7
818,12567,537065,1526.92
819,12567,537468,415.46000000000004
820,12567,543188,1236.73
821,12567,554097,705.21
823,12567,555936,286.34000000000003
824,12567,556507,1650.1
825,12567,564173,851.06
826,12567,565443,891.8199999999999
827,12567,576927,1551.3
829,12569,548654,324.98
830,12569,550004,279.18
831,12569,550162,168.54000000000002
832,12569,551818,238.74
833,12569,551886,129.18
834,12569,556114,142.14000000000001
835,12569,558626,95.28
836,12569,560544,60.650000000000006
837,12569,560545,105.6
838,12569,562729,102.98
839,12569,563373,115.30000000000001
840,12569,564329,78.75
841,12569,565423,91.86
842,12569,565777,106.80000000000001
843,12569,566059,86.0
844,12569,569867,320.4
845,12569,569907,77.4
846,12569,570784,103.5
847,12569,572060,85.67999999999999
848,12569,572894,52.0
849,12569,572895,67.74
850,12569,574255,92.25
851,12569,576390,130.85
852,12569,576789,60.12
853,12569,576790,49.75
854,12569,578295,204.3
855,12569,579901,208.19
856,12569,580154,67.0
857,12569,580531,92.55000000000001
858,12569,580548,69.0
859,12569,581183,151.38
860,12569,581184,106.9
864,12571,562894,248.35
865,12571,573428,271.26
866,12572,571724,517.04
867,12572,579927,487.68
869,12573,551163,160.54000000000002
870,12574,542425,218.45
871,12576,543411,266.85
872,12576,551988,154.8
873,12576,559834,230.35
874,12576,565470,275.7
875,12576,574343,379.28
877,12577,539050,195.89
878,12577,574501,327.89
879,12577,574506,40.419999999999995
881,12578,541115,1586.41
882,12578,577316,1185.85
885,12579,567915,410.72
888,12580,549193,415.7
889,12581,573417,197.71
890,12582,544886,205.16
891,12582,550192,306.2
892,12583,536370,855.86
893,12583,540455,730.16
894,12583,543625,303.56
895,12583,546373,712.8499999999999
896,12583,554134,421.96
897,12583,556463,360.18
898,12583,557627,257.3
899,12583,559441,268.4
900,12583,564471,243.1
901,12583,567552,525.6
902,12583,569120,327.23
903,12583,570851,314.20000000000005
904,12583,575067,774.45
905,12583,577687,397.72
906,12583,581001,694.77
910,12584,545664,453.73
911,12584,555843,119.31
912,12584,561259,115.25
913,12584,562424,12.75
914,12584,567478,231.45
915,12584,570919,287.51
916,12584,573365,273.3
917,12584,577809,225.0
918,12584,580746,200.45000000000002
928,12585,539957,1207.26
929,12585,550620,777.25
932,12586,578078,196.94000000000003
934,12587,580265,144.0
935,12588,573588,214.89999999999998
936,12589,560363,131.5
937,12589,575747,515.1800000000001
938,12590,552978,9338.38
939,12590,552980,523.0
941,12591,542238,452.84999999999997
942,12592,552649,231.8
943,12592,566054,205.8
944,12593,551887,236.0
945,12593,562039,85.8
946,12593,564159,96.3
947,12594,541703,341.0
948,12594,544399,256.0
949,12594,547914,279.5
950,12594,547931,28.0
951,12594,550606,255.04000000000002
952,12594,555107,587.45
953,12594,556119,42.96
954,12594,562922,721.95
955,12594,572457,722.4000000000001
956,12594,574022,85.92
958,12596,549682,269.95
959,12596,571851,348.32
960,12597,546760,516.15
961,12597,556241,912.66
962,12597,573362,2048.36
963,12597,577523,205.96
965,12598,545105,700.46
966,12598,551539,528.88
967,12598,551552,36.0
968,12598,558687,298.64
969,12598,568994,361.76
970,12598,575845,336.8
971,12598,577502,576.29
972,12598,579634,163.85
974,12599,543459,201.86
975,12599,545051,110.6
976,12599,553195,151.4
977,12599,558334,134.28
978,12599,559685,78.6
979,12599,562520,180.3
980,12599,575629,175.54000000000002
981,12600,536967,76.5
982,12600,539327,198.3
983,12600,543048,427.94000000000005
984,12600,547085,124.08000000000001
985,12600,551467,268.88
986,12600,553884,202.26000000000002
987,12600,560230,345.23
988,12600,563776,275.37
989,12600,567134,282.90000000000003
990,12600,575750,379.58000000000004
992,12601,540769,144.26
993,12601,543550,113.10000000000001
994,12601,548412,111.0
995,12601,553885,133.1
996,12601,555417,68.1
998,12602,570724,153.12
999,12603,577168,739.1999999999999
1000,12604,547492,178.5
1001,12604,567640,75.68
1005,12609,542128,287.93
1006,12609,555719,512.8
1007,12609,567904,326.12
1008,12610,562528,935.2
1009,12610,564476,309.5
1010,12610,572695,405.09
1011,12610,572934,160.0
1012,12610,576907,248.2
1015,12611,571670,1193.32
1016,12612,568350,643.59
1018,12613,547383,803.66
1019,12613,547384,18.0
1020,12613,554699,501.83000000000004
1021,12613,554700,139.03
1022,12613,571065,1756.46
1024,12614,545718,315.6
1025,12615,558045,634.74
1026,12615,568798,576.65
1027,12615,574104,656.95
1028,12615,581171,422.85
1029,12616,544069,229.39999999999998
1030,12616,565612,427.84999999999997
1034,12617,575661,352.98
1035,12618,577178,177.31
1036,12619,548489,205.98
1037,12619,550625,425.67999999999995
1039,12619,559987,688.0
1040,12619,563345,378.12
1041,12619,566586,199.8
1042,12619,567958,469.36999999999995
1043,12619,574653,449.16
1044,12619,578298,398.7
1049,12620,553838,561.66
1050,12620,567380,377.66
1051,12620,578698,400.09
1052,12621,537894,453.06
1053,12621,539405,919.04
1054,12621,543900,642.29
1055,12621,544573,892.95
1056,12621,547821,960.0
1057,12621,551258,1209.8
1058,12621,552337,667.11
1059,12621,552874,918.4
1060,12621,552875,186.52
1061,12621,554325,484.9
1062,12621,557055,633.55
1063,12621,557056,49.800000000000004
1064,12621,560211,561.06
1065,12621,564140,415.17
1066,12621,564972,1123.79
1067,12621,567305,402.7
1068,12621,567336,662.9000000000001
1069,12621,571658,630.55
1070,12621,576629,610.28
1071,12621,581266,1188.2
1075,12622,550960,180.1
1076,12623,545994,305.1
1077,12624,556886,299.94
1078,12624,564531,341.19
1079,12625,541965,1652.22
1080,12625,552878,967.2
1082,12626,541269,1033.75
1083,12626,542375,132.8
1084,12626,558628,800.26
1085,12626,560876,1048.96
1086,12626,562370,1062.84
1087,12626,563808,463.26
1088,12626,569844,1377.55
1089,12626,573106,216.96
1090,12626,576863,251.97
1095,12627,560997,768.02
1096,12627,562035,438.16
1097,12627,564079,630.39
1098,12627,564082,72.0
1099,12627,565442,819.26
1100,12627,569893,1183.72
1101,12627,579393,566.98
1102,12628,569721,333.64
1103,12628,574713,220.72
1104,12628,580648,215.25
1106,12630,572964,701.79
1107,12630,579550,569.09
1108,12631,571053,640.5
1109,12633,544933,1012.82
1110,12633,554861,693.38
1111,12633,562038,219.2
1112,12633,570754,215.23000000000002
1114,12635,559362,683.64
1115,12635,566233,1005.54
1116,12637,541631,1502.03
1117,12637,547194,196.64000000000001
1118,12637,547196,4.63
1119,12637,550145,615.1999999999999
1120,12637,559036,662.35
1121,12637,565865,1304.7
1122,12637,566163,1304.7
1123,12637,569332,344.0
1126,12638,574690,671.69
1127,12639,550277,486.1
1128,12640,567293,764.59
1129,12640,576373,332.23
1130,12640,576669,77.76
1131,12641,563443,185.9
1132,12642,564216,366.45
1133,12642,572054,291.96000000000004
1134,12642,576322,354.85
1135,12643,540789,871.1999999999999
1136,12643,551649,202.48000000000002
1137,12643,551652,338.24
1138,12643,556305,480.0
1139,12643,557483,250.50000000000003
1140,12643,562207,1202.22
1141,12644,562045,477.91
1142,12645,542369,369.29999999999995
1143,12645,551820,429.6
1144,12645,564039,492.16
1145,12645,574679,464.32
1147,12646,572215,731.6899999999999
1148,12646,580553,615.28
1149,12647,537197,286.5
1150,12647,537198,85.5
1151,12647,537594,545.9
1152,12647,539403,224.8
1153,12647,546925,464.7
1154,12647,549434,350.76
1155,12647,554363,293.25
1156,12647,559316,276.6
1157,12647,562527,307.8
1158,12647,566267,356.11
1159,12647,567914,158.85
1160,12647,577027,321.15
1162,12648,559421,318.05
1163,12649,552844,375.0
1164,12649,564337,233.21
1165,12649,564338,15.299999999999999
1167,12650,580986,314.44
1168,12651,540521,114.0
1169,12652,540976,914.53
1171,12653,544108,779.1
1172,12653,559948,1430.75
1173,12654,544302,166.6
1174,12654,554711,123.05
1175,12654,554713,48.099999999999994
1176,12654,574071,171.23000000000002
1177,12654,579276,93.0
1178,12656,550661,541.2
1179,12656,553997,1098.3
1180,12656,563288,1161.07
1181,12656,568645,636.25
1182,12656,578033,585.75
1186,12657,567793,618.44
1187,12657,573316,42.5
1189,12657,579193,491.12
1191,12658,577615,686.05
1192,12659,575581,91.68
1193,12660,579153,245.1
1194,12662,536527,261.48
1195,12662,543121,304.0
1196,12662,545988,301.4
1197,12662,550178,444.82
1198,12662,555553,493.68
1199,12662,560566,431.66
1200,12662,564328,383.92
1201,12662,571556,521.62
1202,12662,576890,328.65
1203,12662,576891,120.9
1204,12662,581570,224.95000000000002
1206,12664,541756,661.58
1207,12664,550924,642.0
1208,12664,560549,653.9
1209,12664,566598,319.6
1210,12664,569522,310.0
1211,12664,570769,316.8
1212,12664,574332,760.0
1213,12664,578300,310.0
1214,12664,580123,890.0
1216,12665,541517,63.0
1219,12667,570875,620.13
1220,12668,539466,469.87
1221,12668,542713,1009.8
1222,12668,547822,1410.0
1223,12668,579094,853.51
1226,12669,547892,1136.3
1228,12669,559704,471.43
1230,12670,550827,633.05
1231,12670,554356,393.34
1232,12670,565239,608.0799999999999
1233,12670,575671,655.5600000000001
1234,12670,579492,696.12
1236,12672,541121,225.89999999999998
1237,12673,541277,220.9
1238,12673,580512,389.62
1239,12674,553208,586.74
1240,12674,557669,360.06
1241,12674,566115,420.76
1242,12674,573867,557.75
1246,12676,542911,509.5
1247,12676,547645,197.9
1248,12676,555403,121.55
1249,12676,562600,169.10000000000002
1250,12676,569018,151.68
1251,12676,576519,181.66
1252,12678,539688,150.0
1253,12678,539727,71.28
1254,12678,545086,353.43
1255,12678,548496,3243.13
1256,12678,548725,134.0
1257,12678,555531,1899.32
1258,12678,559889,915.46
1259,12678,564862,145.0
1260,12678,564897,1330.44
1261,12678,567756,398.24
1262,12678,573153,8895.76
1263,12678,573273,52.199999999999996
1265,12679,545301,756.81
1266,12679,553666,112.32000000000001
1267,12679,566492,94.32000000000001
1268,12679,570798,111.26
1274,12680,563712,311.78
1275,12680,566256,112.38
1276,12680,568518,189.2
1277,12680,581587,249.45
1278,12681,537463,1033.52
1279,12681,539607,1084.59
1280,12681,540178,556.07
1281,12681,540642,1238.06
1282,12681,541567,740.0
1283,12681,542735,417.54
1284,12681,546428,331.39
1285,12681,546678,565.54
1286,12681,547327,523.98
1287,12681,550313,545.57
1288,12681,553161,397.43
1289,12681,554650,568.74
1290,12681,555547,709.91
1291,12681,559418,579.26
1292,12681,559607,532.48
1293,12681,568040,777.09
1294,12681,572986,490.19
1295,12681,572992,121.92
1296,12681,575193,718.99
1297,12681,576894,291.86
1298,12681,577121,800.96
1299,12681,578736,652.5
1305,12682,536974,336.24
1306,12682,538093,739.05
1307,12682,540239,835.11
1308,12682,542904,510.84999999999997
1309,12682,542922,490.89
1310,12682,546479,479.40000000000003
1311,12682,548737,585.55
1312,12682,553044,495.98
1313,12682,553316,139.88
1314,12682,554109,205.5
1315,12682,555096,458.84
1316,12682,556819,420.94000000000005
1317,12682,556820,364.15000000000003
1318,12682,558813,474.36
1319,12682,559699,192.8
1320,12682,559819,256.7
1321,12682,560452,99.6
1322,12682,563189,412.88
1323,12682,564479,470.4
1324,12682,564906,250.8
1325,12682,566873,240.28
1326,12682,567296,339.01
1327,12682,570267,113.4
1328,12682,570409,313.18
1329,12682,573891,825.81
1330,12682,575519,310.83
1331,12682,575584,245.4
1332,12682,577295,374.68
1333,12682,578835,153.72
1334,12682,579708,506.96000000000004
1335,12682,580753,636.63
1336,12683,537897,213.88
1337,12683,538008,838.25
1338,12683,541405,688.3399999999999
1339,12683,545235,352.2
1340,12683,547504,877.88
1341,12683,547508,378.0
1342,12683,551544,675.84
1343,12683,551545,24.900000000000002
1344,12683,552946,296.53
1345,12683,555937,669.36
1346,12683,564670,1017.28
1347,12683,565931,404.31
1348,12683,572087,993.24
1349,12683,580705,712.48
